City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
533,Trairi,BR,75.97,light rain,-3.2778,-39.2689,janelas do mar
534,San Bartolo,MX,57.54,clear sky,19.1833,-100.05,Hotel Finca los Girasoles
536,Broken Hill,AU,73.11,clear sky,-31.95,141.4333,Royal Exchange Hotel
539,Mandiana,GN,83.62,overcast clouds,10.6333,-8.6833,Motels rouzo
541,Nanakuli,US,82.35,broken clouds,21.3906,-158.1547,Camp Pālehua
543,Zemio,CF,72.34,overcast clouds,5.0314,25.1361,OCHA Office
544,Jiaojiang,CN,61.0,scattered clouds,28.6803,121.4428,Fangyuan Hotel
545,Borujerd,IR,55.72,overcast clouds,33.8973,48.7516,Zagros Hotel
547,Knysna,ZA,60.85,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
548,San Mateo Ixtatan,GT,55.54,broken clouds,15.8319,-91.4781,HOTEL MAGDALENA
551,Dondo,MZ,76.51,few clouds,-19.6094,34.7431,Arco Iris
552,Mahibadhoo,MV,83.1,scattered clouds,3.7833,72.9667,Omadhoo Inn
553,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
555,Liverpool,GB,52.14,overcast clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
557,Brigantine,US,50.0,overcast clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
560,Kutum,SD,75.34,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
562,Rawson,AR,62.17,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
563,Barcelona,ES,50.86,clear sky,41.3888,2.159,Axel Hotel Barcelona
565,Shihezi,CN,57.15,overcast clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
567,Mangochi,MW,70.18,light rain,-14.4782,35.2645,Fort Johnstone Hotel
568,Lazaro Cardenas,MX,74.64,few clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
570,Eral,IN,78.98,light intensity drizzle,8.6333,78.0167,Raghu Building
571,Chabahar,IR,75.72,few clouds,25.2919,60.643,هتل گدروشیا
572,Nagato,JP,51.21,scattered clouds,34.3833,131.2,いそう庵
573,Nhlangano,SZ,55.36,clear sky,-27.1167,31.2,Nhlangano BnB
574,Matay,EG,73.0,clear sky,28.419,30.7792,Nag Aespen
575,Tual,ID,82.29,few clouds,-5.6667,132.75,Grand Vilia Hotel
577,Yeppoon,AU,83.98,scattered clouds,-23.1333,150.7333,Villa Mar Colina
578,Jalu,LY,79.5,clear sky,29.0331,21.5482,صاحبة الفخامة
580,Sabha,LY,80.6,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
582,Dar Es Salaam,TZ,79.18,few clouds,-6.8235,39.2695,"Holiday Inn Dar Es Salaam City Centre, an IHG Hotel"
584,Havelock,US,58.95,clear sky,34.8791,-76.9013,Sherwood Motel
588,Binzhou,CN,64.87,scattered clouds,37.3667,118.0167,Hampton By Hilton Binzhou
590,Bargur,IN,70.45,broken clouds,12.5424,78.3539,VP's Kitchen Smoke N Grill
593,Dunmore Town,BS,76.37,clear sky,25.5,-76.65,Coral Sands Hotel
594,Aldama,MX,79.5,scattered clouds,22.9167,-98.0667,CASA CANYE
595,Asosa,ET,71.22,few clouds,10.0667,34.5333,Blendana Hotel Assosa
596,Miles City,US,59.97,scattered clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
598,Piranhas,BR,75.72,scattered clouds,-16.4269,-51.8222,Planalto Hotel
599,Isla Mujeres,MX,82.45,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
601,Luena,AO,62.87,broken clouds,-11.7833,19.9167,Hotel Kandamba
604,Luau,AO,64.53,overcast clouds,-10.7073,22.2247,Casa- Bernardo Cândido
605,Banda Aceh,ID,79.61,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
607,Sumenep,ID,82.85,few clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
608,Kon Tum,VN,70.48,overcast clouds,14.35,108.0,Hoa đà spa- homestay
609,Cap Malheureux,MU,77.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
612,Sabang,ID,80.85,light rain,5.8933,95.3214,Hotel Citra
614,Robertsport,LR,78.28,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
615,Kantunilkin,MX,78.08,clear sky,21.0917,-87.45,Posada Paraiso
617,Tamiahua,MX,74.19,clear sky,21.2667,-97.45,Mission Of The Sun Hotel
619,Puerto Leguizamo,CO,72.66,scattered clouds,-0.1934,-74.7819,la casona de juancho
620,Uong Bi,VN,69.78,few clouds,21.0333,106.7833,khach san Trung lien
622,Kalanwali,IN,72.82,broken clouds,29.85,74.95,Taj Palace
623,Hanmer Springs,NZ,72.64,overcast clouds,-42.5167,172.8167,The Chalets Motel
626,Beni Mazar,EG,73.09,clear sky,28.4962,30.8029,Link Co-Working space & Development center
628,Tiarei,PF,87.82,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
629,Kaputa,ZM,68.74,light rain,-8.4689,29.6619,Chelelwa Charlets
631,Calderitas,MX,79.77,clear sky,18.55,-88.25,Hotel Hacienda Campestre
632,Mitsamiouli,KM,81.41,clear sky,-11.3847,43.2844,Foyer ADM
634,Kovur,IN,75.52,overcast clouds,14.4833,79.9833,Hotel Yesh Park
635,Auki,SB,82.18,heavy intensity rain,-8.7676,160.7034,Auki Motel
637,Odweyne,SO,71.82,few clouds,9.4092,45.064,Eng Hiirey House
638,Vila Do Maio,CV,70.59,scattered clouds,15.1333,-23.2167,Hotel Marilu
639,Ugoofaaru,MV,83.1,few clouds,5.6667,73.0,Ungoofaaru Inn
640,Eston,CA,50.92,overcast clouds,51.1501,-108.7514,Hearthside Place B&B
641,Navirai,BR,71.11,clear sky,-23.065,-54.1906,Dubai Hotel - Também sua casa!
642,Karanganyar,ID,80.33,scattered clouds,-6.7072,111.0834,Guntur Patie Home's
643,Catumbela,AO,75.72,overcast clouds,-12.4314,13.5472,Hotel Do Kamgamba
644,Kantang,TH,73.49,scattered clouds,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
645,Ushtobe,KZ,54.99,broken clouds,45.2514,77.9838,Filipin Squad
649,Mangit,UZ,62.37,clear sky,40.5971,70.9607,Dangara Hotel
652,Chichawatni,PK,72.7,broken clouds,30.5333,72.7,Ever Green Guest House
654,Simbakoro,SL,72.82,overcast clouds,8.6,-11.0167,Diamond Lodge
658,Nargana,PA,79.52,overcast clouds,9.4428,-78.5906,Dubbir
660,Porto Novo,BJ,84.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
661,Preston,GB,51.33,overcast clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resorts
662,Arenapolis,BR,73.35,clear sky,-14.4503,-56.8461,Mato Grosso Hotel
664,Ratnagiri,IN,79.63,overcast clouds,16.9833,73.3,Hotel Landmark
