City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sagua La Grande,CU,22.8067,-80.0756,72.59,77,22,9.15,heavy intensity rain
346,Khowst,AF,33.3833,69.8833,63.28,18,12,4.54,few clouds
347,Souillac,MU,-20.5167,57.5167,77.38,94,75,6.91,broken clouds
348,Kapuskasing,CA,49.4169,-82.4331,41.09,56,75,5.75,broken clouds
349,Port Lincoln,AU,-34.7333,135.8667,62.6,79,100,15.59,light rain
350,Belaya Gora,RU,68.5333,146.4167,1.89,85,90,9.8,overcast clouds
351,Hay River,CA,60.8156,-115.7999,44.58,53,75,6.91,broken clouds
352,Burgeo,CA,47.6167,-57.6152,37.13,90,100,34.4,overcast clouds
353,Deming,US,32.2687,-107.7586,75.09,12,0,17.27,clear sky
354,Esperance,AU,-33.8667,121.9,60.64,68,42,14.74,scattered clouds
355,Fortuna,US,40.5982,-124.1573,54.66,94,75,9.22,broken clouds
356,Arman,RU,59.7,150.1667,23.02,90,100,15.1,snow
357,Enkhuizen,NL,52.7,5.2833,46.04,91,100,4.0,overcast clouds
358,Balabac,PH,7.9868,117.0645,81.41,82,100,11.05,moderate rain
359,Nerchinskiy Zavod,RU,51.3088,119.61,22.03,41,67,18.01,broken clouds
360,Ambilobe,MG,-13.2,49.05,72.59,96,95,1.86,overcast clouds
361,Lompoc,US,34.6391,-120.4579,77.56,64,0,27.0,clear sky
362,College,US,64.8569,-147.8028,22.23,56,75,5.75,broken clouds
363,Puerto Escondido,MX,15.85,-97.0667,79.77,69,0,8.19,clear sky
364,Langham,CA,52.3668,-106.9679,49.84,82,100,11.07,overcast clouds
365,Iqaluit,CA,63.7506,-68.5145,8.33,78,100,17.27,overcast clouds
366,Leshan,CN,29.5623,103.7639,57.99,79,99,1.74,overcast clouds
367,Onguday,RU,50.75,86.15,35.31,85,62,3.22,broken clouds
368,Portland,US,45.5234,-122.6762,49.95,74,75,14.97,broken clouds
369,Roma,US,43.2128,-75.4557,40.51,77,100,1.01,overcast clouds
370,Bambari,CF,5.768,20.6757,73.0,82,42,3.0,scattered clouds
371,Minas,UY,-34.3759,-55.2377,49.55,48,0,3.44,clear sky
372,Mahon,ES,39.8885,4.2658,50.56,71,40,12.66,scattered clouds
373,Kupiskis,LT,55.8333,24.9667,33.69,96,100,24.16,snow
374,Riyadh,SA,24.6877,46.7219,71.74,12,8,4.81,clear sky
375,Port Shepstone,ZA,-30.7414,30.455,72.1,85,9,18.48,clear sky
376,Doka,SD,13.5167,35.7667,86.85,19,1,7.61,clear sky
377,Savalou,BJ,7.9281,1.9756,77.4,71,100,4.07,overcast clouds
378,Grand Haven,US,43.0631,-86.2284,43.02,73,40,4.61,scattered clouds
379,Marrakesh,MA,31.6315,-8.0083,50.07,87,75,11.5,broken clouds
380,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,82,20,6.8,few clouds
381,Mount Gambier,AU,-37.8333,140.7667,55.31,88,40,5.75,scattered clouds
382,Komsomolskiy,UZ,40.4272,71.7189,56.12,50,0,6.91,clear sky
383,Hollola,FI,61.05,25.4333,32.25,98,100,9.66,snow
384,Russell,US,32.3502,-85.1999,74.8,60,0,0.0,clear sky
385,Enterprise,US,36.0252,-115.2419,82.94,13,75,13.0,broken clouds
386,Vila Velha,BR,-20.3297,-40.2925,78.75,90,40,2.3,scattered clouds
387,Gat,IL,31.61,34.7642,74.39,23,3,6.38,clear sky
388,Urubicha,BO,-15.3833,-62.95,73.69,83,70,0.76,broken clouds
389,Skibbereen,IE,51.55,-9.2667,50.11,88,19,13.8,few clouds
390,Butka,RU,56.7179,63.7866,34.84,100,100,4.25,overcast clouds
391,Bridgeton,US,39.4273,-75.2341,51.91,69,40,4.61,scattered clouds
392,Svetlaya,RU,46.5389,138.3297,42.51,83,100,15.68,overcast clouds
393,Darhan,MN,49.4867,105.9228,27.01,63,93,2.44,overcast clouds
394,Bairiki,KI,1.3292,172.9752,86.0,79,20,6.91,few clouds
395,Namibe,AO,-15.1961,12.1522,68.47,81,29,6.85,scattered clouds
396,Port Hardy,CA,50.6996,-127.4199,42.8,93,75,6.91,light intensity shower rain
397,Phek,IN,25.6667,94.5,58.91,69,0,1.34,clear sky
398,Aklavik,CA,68.2191,-135.0107,-7.6,81,100,6.69,overcast clouds
399,Kovdor,RU,67.5662,30.4758,19.36,94,100,15.66,light snow
400,Atlantic City,US,39.3643,-74.4229,49.98,70,99,8.39,overcast clouds
401,Guerrero Negro,MX,27.9769,-114.0611,62.37,72,0,19.75,clear sky
402,Jurado,CO,7.1053,-77.7641,77.77,90,100,2.73,overcast clouds
403,Serebryanyy Bor,RU,56.8,124.8,13.21,83,100,11.88,overcast clouds
404,San Nicolas,PH,18.1725,120.5953,82.31,65,75,4.61,broken clouds
405,Sorada,IN,19.75,84.4333,77.04,85,93,0.2,overcast clouds
406,Xiaoweizhai,CN,26.1903,107.5125,54.05,86,100,3.44,overcast clouds
407,Edd,ER,13.9297,41.6925,85.71,36,1,9.53,clear sky
408,Vila Franca Do Campo,PT,37.7167,-25.4333,52.21,67,83,4.85,broken clouds
409,Iwanai,JP,42.9744,140.5089,51.89,44,0,4.54,clear sky
410,Grindavik,IS,63.8424,-22.4338,30.67,100,100,16.11,snow
411,Pisco,PE,-13.7,-76.2167,68.05,77,0,16.11,clear sky
412,Dingle,PH,10.9995,122.6711,84.22,70,100,11.56,overcast clouds
413,Shu,KZ,43.5983,73.7614,53.42,58,7,7.54,clear sky
414,Dudinka,RU,69.4058,86.1778,10.27,75,73,14.67,broken clouds
415,Kefamenanu,ID,-9.4467,124.4781,79.79,69,5,0.72,clear sky
416,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,51,0,13.8,clear sky
417,Agadez,NE,19.75,10.25,81.14,6,25,3.44,scattered clouds
418,Zhigansk,RU,66.7697,123.3711,0.18,88,78,16.89,broken clouds
419,Jacareacanga,BR,-6.2222,-57.7528,74.05,98,100,1.03,overcast clouds
420,Jacqueville,CI,5.2052,-4.4146,81.36,87,100,11.72,light rain
421,Egvekinot,RU,66.3167,-179.1667,-5.87,82,20,15.88,few clouds
422,Labytnangi,RU,66.6572,66.4183,7.21,93,21,5.55,few clouds
423,Dolzhanskaya,RU,46.6311,37.8039,42.01,65,79,13.42,broken clouds
424,Itoman,JP,26.1247,127.6694,68.02,60,75,11.5,broken clouds
425,Tres Arroyos,AR,-38.3739,-60.2798,53.29,49,2,6.22,clear sky
426,Beauly,GB,57.484,-4.4587,39.22,93,100,3.4,light rain
427,Englewood,US,39.6478,-104.9878,65.17,16,75,5.01,broken clouds
428,Vanimo,PG,-2.6741,141.3028,79.83,81,100,1.88,light rain
429,Samfya,ZM,-11.3649,29.5565,65.57,91,99,3.85,light rain
430,Sassandra,CI,4.95,-6.0833,79.03,92,100,6.67,overcast clouds
431,Matagami,CA,49.7502,-77.6328,26.71,68,0,0.0,clear sky
432,Taltal,CL,-25.4,-70.4833,66.79,67,0,4.52,clear sky
433,Lakatoro,VU,-16.0999,167.4164,82.76,76,100,12.19,overcast clouds
434,Berlevag,NO,70.8578,29.0864,17.4,71,93,12.26,light snow
435,Raga,SS,8.4596,25.678,78.04,53,7,4.88,clear sky
436,Hailey,US,43.5196,-114.3153,42.89,70,100,21.0,overcast clouds
437,Skagen,DK,57.7209,10.5839,38.08,51,100,20.13,overcast clouds
438,Papara,BR,-3.9839,-38.7273,79.68,93,100,1.99,light rain
439,Santa Rosa,PH,14.3122,121.1114,76.98,74,100,14.32,moderate rain
440,Naryan-Mar,RU,67.6713,53.087,-0.02,100,100,6.82,overcast clouds
441,Krasnoselkup,RU,65.7,82.4667,28.81,97,100,15.68,snow
442,Almeirim,BR,-1.5233,-52.5817,73.8,97,100,2.66,light rain
443,Bagdarin,RU,54.4333,113.6,16.27,53,3,5.41,clear sky
444,La Concordia,NI,13.1953,-86.1667,78.03,50,100,6.91,overcast clouds
445,Manokwari,ID,-0.8667,134.0833,83.17,73,100,10.27,overcast clouds
446,Poum,NC,-20.2333,164.0167,80.62,82,100,24.61,light rain
447,Mayskiy,RU,47.6931,40.1025,36.81,68,100,6.04,overcast clouds
448,Kaeo,NZ,-35.1,173.7833,73.33,87,100,8.7,overcast clouds
449,North Bend,US,43.4065,-124.2243,53.51,87,100,17.27,overcast clouds
450,Varkaus,FI,62.3153,27.873,32.31,98,100,11.07,light snow
451,Mutoko,ZW,-17.397,32.2268,61.88,96,41,1.9,scattered clouds
452,Gizo,SB,-8.103,156.8419,83.71,77,100,13.4,light rain
453,Saurimo,AO,-9.6608,20.3916,63.77,99,100,2.39,light rain
454,Cidreira,BR,-30.1811,-50.2056,68.88,88,52,6.76,broken clouds
455,Purpe,RU,64.4803,76.6897,33.94,100,100,10.4,overcast clouds
456,Masloc,RO,45.9981,21.4497,31.17,74,0,7.27,clear sky
457,Morgantown,US,39.6295,-79.9559,47.5,72,40,4.61,scattered clouds
458,Amarillo,US,35.222,-101.8313,64.18,35,0,3.44,clear sky
459,Birjand,IR,32.8663,59.2211,61.27,14,0,13.8,clear sky
460,Erenhot,CN,43.6475,111.9767,35.94,32,81,12.33,broken clouds
461,Xichang,CN,27.8964,102.2634,47.46,89,100,2.21,overcast clouds
462,Kudahuvadhoo,MV,2.6708,72.8944,83.28,61,2,0.49,clear sky
463,Aykhal,RU,66.0,111.5,3.25,94,100,4.83,overcast clouds
464,Sooke,CA,48.3746,-123.7276,45.09,85,100,41.43,light rain
465,Birin,NP,26.8865,88.0718,60.8,71,3,3.56,clear sky
466,Isabela,PH,6.7085,121.9711,80.65,75,100,2.15,overcast clouds
467,Yar-Sale,RU,66.8333,70.8333,27.73,98,97,6.82,overcast clouds
468,Aasiaat,GL,68.7098,-52.8699,17.37,99,81,8.77,broken clouds
469,Toamasina,MG,-18.1667,49.3833,75.2,94,75,3.44,broken clouds
470,Baruun-Urt,MN,46.6806,113.2792,23.68,23,6,14.65,clear sky
471,Rapid City,US,44.0805,-103.231,64.42,21,20,17.27,few clouds
472,Mgandu,TZ,-5.95,34.1333,60.64,88,29,2.98,scattered clouds
473,Bambanglipuro,ID,-7.95,110.2833,80.04,80,11,0.38,few clouds
474,Horsham,GB,51.064,-0.3272,54.1,85,75,11.5,broken clouds
475,Coquimbo,CL,-29.9533,-71.3436,61.36,76,0,3.69,clear sky
476,Topolobampo,MX,25.6,-109.05,68.22,59,0,7.7,clear sky
477,Cortez,US,37.3489,-108.5859,61.56,19,20,12.66,few clouds
478,Bodden Town,KY,19.2833,-81.25,81.0,76,20,5.75,few clouds
479,Didsbury,GB,53.417,-2.2315,52.02,95,100,16.11,moderate rain
480,Vienne,AT,48.2085,16.3721,44.53,71,20,28.99,light rain
481,Lesosibirsk,RU,58.2358,92.4828,26.49,95,100,8.88,overcast clouds
482,Black River,JM,18.0264,-77.8487,78.28,80,46,6.31,scattered clouds
483,Thunder Bay,CA,48.4001,-89.3168,35.29,86,100,5.75,overcast clouds
484,Dalby,AU,-27.1833,151.2667,80.2,48,0,0.69,clear sky
485,Leshukonskoye,RU,64.8989,45.7622,12.72,97,46,2.91,scattered clouds
486,Srednekolymsk,RU,67.45,153.6833,-3.8,86,100,2.15,overcast clouds
487,Paamiut,GL,61.994,-49.6678,30.76,96,100,11.05,overcast clouds
488,Lakes Entrance,AU,-37.8811,147.981,63.16,68,37,8.5,scattered clouds
489,Yellandu,IN,17.6,80.3333,76.17,83,23,5.19,few clouds
490,Ahuimanu,US,21.4447,-157.8378,82.11,63,75,14.97,broken clouds
491,Kenai,US,60.5544,-151.2583,40.03,82,100,6.91,light rain
492,Malindi,KE,-3.2175,40.1191,80.4,80,12,5.39,few clouds
493,Garowe,SO,8.4054,48.4845,69.85,85,44,6.15,scattered clouds
494,Derna,LY,32.767,22.6367,73.98,24,9,29.01,clear sky
495,Ardahan,TR,41.1087,42.7022,22.55,98,100,2.28,overcast clouds
496,San Vicente,AR,-26.6167,-54.1333,64.74,100,34,1.32,scattered clouds
497,Wakkanai,JP,45.4094,141.6739,48.18,40,0,24.16,clear sky
498,Ayan,RU,56.45,138.1667,29.93,58,45,14.2,scattered clouds
499,Kungurtug,RU,50.5994,97.5228,34.56,85,98,1.83,overcast clouds
500,Bethanien,NA,-26.502,17.1583,55.9,49,0,1.92,clear sky
501,Ulaangom,MN,49.9811,92.0667,28.13,90,94,0.81,overcast clouds
502,Olds,CA,51.7834,-114.102,50.85,32,98,23.02,overcast clouds
503,Cloquet,US,46.7216,-92.4594,35.78,83,0,5.75,clear sky
504,Cangas,ES,42.2641,-8.7846,43.95,70,0,0.0,clear sky
505,Presidente Olegario,BR,-18.4178,-46.4181,66.83,67,1,4.12,clear sky
506,Alugan,PH,12.2188,125.4808,81.64,87,93,14.63,moderate rain
507,Tandil,AR,-37.3217,-59.1332,49.68,49,0,5.3,clear sky
508,Guadalupe Y Calvo,MX,26.1,-106.9667,52.29,49,0,9.22,clear sky
509,Olafsvik,IS,64.8945,-23.7142,28.2,70,98,29.97,overcast clouds
510,Vaitape,PF,-16.5167,-151.75,82.99,72,7,16.35,clear sky
511,Afyonkarahisar,TR,38.75,30.6667,48.52,55,100,5.06,overcast clouds
512,Montevideo,UY,-34.8335,-56.1674,55.11,62,0,3.44,clear sky
513,Lichinga,MZ,-13.3128,35.2406,64.49,100,75,9.22,broken clouds
514,Koumac,NC,-20.5667,164.2833,79.74,83,100,8.57,moderate rain
515,Labuhan,ID,-6.8844,112.2051,80.69,80,13,4.88,few clouds
516,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,18.41,few clouds
517,Bonthe,SL,7.5264,-12.505,76.89,82,70,4.34,broken clouds
518,Tabou,CI,4.423,-7.3528,80.49,86,100,7.4,light rain
519,Berezovyy,RU,51.6667,135.7,27.28,88,100,8.61,snow
520,Rocha,UY,-34.4833,-54.3333,49.59,63,0,2.62,clear sky
521,Ypsonas,CY,34.6884,32.9574,61.29,41,42,7.72,scattered clouds
522,Port Hedland,AU,-20.3167,118.5667,87.85,55,0,5.75,clear sky
523,Navahrudak,BY,53.6,25.8333,31.42,80,100,22.68,overcast clouds
524,Alta Floresta,BR,-9.8756,-56.0861,75.02,100,0,1.14,clear sky
525,Ara,IN,25.5667,84.6667,69.69,8,0,5.21,clear sky
526,Mantua,IT,45.1667,10.7833,41.95,87,4,3.65,clear sky
527,Zyryanka,RU,65.75,150.85,4.3,87,100,7.16,overcast clouds
528,Assiniboia,CA,49.6334,-105.9845,53.42,30,100,13.8,overcast clouds
529,Tena,EC,-0.9833,-77.8167,69.71,98,46,2.57,moderate rain
530,Vestmannaeyjar,IS,63.4427,-20.2734,36.16,74,100,23.49,overcast clouds
531,Tazovskiy,RU,67.4667,78.7,25.72,96,100,19.33,light snow
532,Mokhsogollokh,RU,61.4681,128.9203,19.56,79,100,10.2,overcast clouds
533,Trairi,BR,-3.2778,-39.2689,75.97,91,100,6.49,light rain
534,San Bartolo,MX,19.1833,-100.05,57.54,27,3,2.37,clear sky
535,Pangnirtung,CA,66.1451,-65.7125,5.2,97,100,3.44,overcast clouds
536,Broken Hill,AU,-31.95,141.4333,73.11,33,0,5.75,clear sky
537,Ardabil,IR,38.2498,48.2933,38.62,58,100,3.49,overcast clouds
538,Calatayud,ES,41.3535,-1.6432,34.84,78,36,3.2,scattered clouds
539,Mandiana,GN,10.6333,-8.6833,83.62,50,94,4.27,overcast clouds
540,Alekseyevka,RU,50.6309,38.6903,32.52,74,98,7.2,overcast clouds
541,Nanakuli,US,21.3906,-158.1547,82.35,50,75,11.5,broken clouds
542,Toora-Khem,RU,52.4675,96.11,36.75,97,99,1.61,overcast clouds
543,Zemio,CF,5.0314,25.1361,72.34,85,100,3.69,overcast clouds
544,Jiaojiang,CN,28.6803,121.4428,61.0,63,45,3.76,scattered clouds
545,Borujerd,IR,33.8973,48.7516,55.72,31,100,3.69,overcast clouds
546,Avera,US,33.194,-82.5271,64.45,53,100,4.7,overcast clouds
547,Knysna,ZA,-34.0363,23.0471,60.85,85,5,5.19,clear sky
548,San Mateo Ixtatan,GT,15.8319,-91.4781,55.54,79,65,2.3,broken clouds
549,Qovlar,AZ,40.948,45.735,46.78,57,86,5.19,overcast clouds
550,Yaan,NG,7.3833,8.5667,80.13,70,99,8.93,overcast clouds
551,Dondo,MZ,-19.6094,34.7431,76.51,97,24,4.18,few clouds
552,Mahibadhoo,MV,3.7833,72.9667,83.1,64,25,1.43,scattered clouds
553,Miri,MY,4.4148,114.0089,77.14,94,40,3.44,scattered clouds
554,Disna,BY,55.568,28.1971,34.97,76,100,21.16,overcast clouds
555,Liverpool,GB,53.4106,-2.9779,52.14,92,100,26.46,overcast clouds
556,Prince Rupert,CA,54.3161,-130.3201,41.09,87,100,9.22,light rain
557,Brigantine,US,39.4101,-74.3646,50.0,71,99,8.39,overcast clouds
558,Beisfjord,NO,68.3751,17.5988,8.65,79,11,7.02,few clouds
559,Tobol,KZ,52.6844,62.5794,39.88,88,100,12.03,overcast clouds
560,Kutum,SD,14.2,24.6667,75.34,15,6,7.05,clear sky
561,Ystad,SE,55.4297,13.8204,37.36,88,100,25.39,light rain
562,Rawson,AR,-43.3002,-65.1023,62.17,45,87,8.93,overcast clouds
563,Barcelona,ES,41.3888,2.159,50.86,61,0,9.22,clear sky
564,Teeswater,CA,43.9959,-81.2865,37.72,88,100,8.99,overcast clouds
565,Shihezi,CN,44.3,86.0333,57.15,27,100,3.47,overcast clouds
566,Ucluelet,CA,48.9329,-125.5528,44.91,86,100,8.99,overcast clouds
567,Mangochi,MW,-14.4782,35.2645,70.18,94,37,2.1,light rain
568,Lazaro Cardenas,MX,17.9583,-102.2,74.64,72,13,7.67,few clouds
569,Karema,TZ,-6.8205,30.4389,69.33,90,100,3.98,moderate rain
570,Eral,IN,8.6333,78.0167,78.98,89,75,0.0,light intensity drizzle
571,Chabahar,IR,25.2919,60.643,75.72,80,16,2.93,few clouds
572,Nagato,JP,34.3833,131.2,51.21,42,45,2.28,scattered clouds
573,Nhlangano,SZ,-27.1167,31.2,55.36,86,0,5.23,clear sky
574,Matay,EG,28.419,30.7792,73.0,18,0,6.51,clear sky
575,Tual,ID,-5.6667,132.75,82.29,66,11,3.27,few clouds
576,Goure,NE,13.9835,10.2704,78.31,11,100,4.16,overcast clouds
577,Yeppoon,AU,-23.1333,150.7333,83.98,64,29,10.56,scattered clouds
578,Jalu,LY,29.0331,21.5482,79.5,11,0,6.29,clear sky
579,Shelburne,CA,44.0787,-80.2041,39.9,73,100,6.85,overcast clouds
580,Sabha,LY,27.0377,14.4283,80.6,6,0,8.81,clear sky
581,Markdorf,DE,47.7167,9.4,41.79,66,100,5.75,overcast clouds
582,Dar Es Salaam,TZ,-6.8235,39.2695,79.18,89,20,4.61,few clouds
583,Ustye,RU,59.6304,39.736,21.33,96,28,4.54,scattered clouds
584,Havelock,US,34.8791,-76.9013,58.95,61,0,5.75,clear sky
585,Brae,GB,60.3964,-1.353,36.16,59,100,17.72,overcast clouds
586,Balkhash,KZ,46.844,74.9804,42.94,67,0,8.25,clear sky
587,Yeghegnavan,AM,39.838,44.6253,46.8,48,100,3.6,overcast clouds
588,Binzhou,CN,37.3667,118.0167,64.87,48,30,9.24,scattered clouds
589,Gornopravdinsk,RU,60.05,69.9,34.39,99,100,6.17,overcast clouds
590,Bargur,IN,12.5424,78.3539,70.45,94,72,1.95,broken clouds
591,Cremona,IT,45.2333,9.9333,44.26,73,0,1.68,clear sky
592,Portoferraio,IT,42.8115,10.3146,45.16,69,15,5.88,few clouds
593,Dunmore Town,BS,25.5,-76.65,76.37,78,0,13.33,clear sky
594,Aldama,MX,22.9167,-98.0667,79.5,87,34,5.66,scattered clouds
595,Asosa,ET,10.0667,34.5333,71.22,50,19,3.56,few clouds
596,Miles City,US,46.4083,-105.8406,59.97,31,40,20.71,scattered clouds
597,Youkounkoun,GN,12.5333,-13.1333,82.22,21,5,3.6,clear sky
598,Piranhas,BR,-16.4269,-51.8222,75.72,61,46,4.16,scattered clouds
599,Isla Mujeres,MX,21.2311,-86.731,82.45,76,0,14.07,clear sky
600,Konevo,RU,62.1215,39.3192,15.42,94,55,5.14,broken clouds
601,Luena,AO,-11.7833,19.9167,62.87,93,72,3.15,broken clouds
602,Taoudenni,ML,22.6783,-3.9836,81.34,19,0,8.01,clear sky
603,Kyzyl-Suu,KG,42.3414,78.0056,44.55,44,79,10.04,broken clouds
604,Luau,AO,-10.7073,22.2247,64.53,95,99,1.7,overcast clouds
605,Banda Aceh,ID,5.5577,95.3222,79.61,78,100,4.12,overcast clouds
606,Jiutai,CN,44.1525,125.8328,43.14,55,96,23.94,overcast clouds
607,Sumenep,ID,-7.0167,113.8667,82.85,75,13,6.42,few clouds
608,Kon Tum,VN,14.35,108.0,70.48,81,95,5.75,overcast clouds
609,Cap Malheureux,MU,-19.9842,57.6142,77.47,87,35,1.99,scattered clouds
610,Scharnstein,AT,47.9044,13.9601,38.7,83,100,9.93,overcast clouds
611,Udachnyy,RU,66.4167,112.4,3.45,77,100,4.25,overcast clouds
612,Sabang,ID,5.8933,95.3214,80.85,72,100,4.99,light rain
613,Magdagachi,RU,53.45,125.8,25.16,44,58,12.37,broken clouds
614,Robertsport,LR,6.7533,-11.3686,78.28,80,100,1.01,overcast clouds
615,Kantunilkin,MX,21.0917,-87.45,78.08,67,0,5.75,clear sky
616,Ziro,IN,27.6333,93.8333,45.34,97,99,1.07,overcast clouds
617,Tamiahua,MX,21.2667,-97.45,74.19,95,8,12.28,clear sky
618,Grootfontein,NA,-19.5667,18.1167,62.17,94,8,4.61,clear sky
619,Puerto Leguizamo,CO,-0.1934,-74.7819,72.66,97,37,1.95,scattered clouds
620,Uong Bi,VN,21.0333,106.7833,69.78,53,13,1.95,few clouds
621,La Ronge,CA,55.1001,-105.2842,43.05,49,0,17.27,clear sky
622,Kalanwali,IN,29.85,74.95,72.82,11,71,3.42,broken clouds
623,Hanmer Springs,NZ,-42.5167,172.8167,72.64,47,98,8.16,overcast clouds
624,Henties Bay,NA,-22.116,14.2845,60.57,85,0,7.0,clear sky
625,Verkhnevilyuysk,RU,63.4453,120.3167,8.33,87,98,7.45,overcast clouds
626,Beni Mazar,EG,28.4962,30.8029,73.09,18,0,6.82,clear sky
627,Tarko-Sale,RU,64.9225,77.785,33.89,100,100,10.94,overcast clouds
628,Tiarei,PF,-17.5333,-149.3333,87.82,76,12,16.28,few clouds
629,Kaputa,ZM,-8.4689,29.6619,68.74,88,100,1.95,light rain
630,Lavrentiya,RU,65.5833,-171.0,1.2,79,13,11.95,few clouds
631,Calderitas,MX,18.55,-88.25,79.77,75,0,11.21,clear sky
632,Mitsamiouli,KM,-11.3847,43.2844,81.41,76,4,5.88,clear sky
633,Smithers,CA,54.7804,-127.1743,39.52,56,75,4.61,broken clouds
634,Kovur,IN,14.4833,79.9833,75.52,92,88,7.25,overcast clouds
635,Auki,SB,-8.7676,160.7034,82.18,83,100,9.4,heavy intensity rain
636,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,66,75,21.85,broken clouds
637,Odweyne,SO,9.4092,45.064,71.82,32,12,13.29,few clouds
638,Vila Do Maio,CV,15.1333,-23.2167,70.59,80,36,11.34,scattered clouds
639,Ugoofaaru,MV,5.6667,73.0,83.1,68,14,3.94,few clouds
640,Eston,CA,51.1501,-108.7514,50.92,49,100,15.86,overcast clouds
641,Navirai,BR,-23.065,-54.1906,71.11,95,9,3.62,clear sky
642,Karanganyar,ID,-6.7072,111.0834,80.33,82,29,4.18,scattered clouds
643,Catumbela,AO,-12.4314,13.5472,75.72,84,97,6.67,overcast clouds
644,Kantang,TH,7.4054,99.5156,73.49,100,40,3.44,scattered clouds
645,Ushtobe,KZ,45.2514,77.9838,54.99,38,60,4.38,broken clouds
646,Sioux Lookout,CA,50.1001,-91.917,39.27,60,75,2.3,broken clouds
647,Maniitsoq,GL,65.4167,-52.9,24.75,84,54,2.44,broken clouds
648,Omsukchan,RU,62.5333,155.8,8.33,89,99,3.85,overcast clouds
649,Mangit,UZ,40.5971,70.9607,62.37,42,0,5.08,clear sky
650,Kolomna,RU,55.0794,38.7783,25.3,91,59,7.09,broken clouds
651,Lesnoy,RU,57.6198,63.0784,35.76,99,100,5.86,overcast clouds
652,Chichawatni,PK,30.5333,72.7,72.7,13,68,4.36,broken clouds
653,Deblin,PL,51.5591,21.8483,39.22,50,100,20.87,light rain
654,Simbakoro,SL,8.6,-11.0167,72.82,81,94,1.97,overcast clouds
655,Zaysan,KZ,47.4667,84.8667,45.36,56,0,1.07,clear sky
656,Yekaterinoslavka,RU,50.3734,129.1139,24.55,89,100,21.0,snow
657,Loukhi,RU,66.0764,33.0381,27.61,93,100,11.83,overcast clouds
658,Nargana,PA,9.4428,-78.5906,79.52,86,100,1.97,overcast clouds
659,Tymovskoye,RU,50.8456,142.655,45.45,69,93,2.35,overcast clouds
660,Porto Novo,BJ,6.4965,2.6036,84.02,79,99,7.2,overcast clouds
661,Preston,GB,53.7667,-2.7167,51.33,92,100,5.01,overcast clouds
662,Arenapolis,BR,-14.4503,-56.8461,73.35,79,2,1.01,clear sky
663,Derzhavinsk,KZ,51.1,66.3167,38.52,86,100,11.7,overcast clouds
664,Ratnagiri,IN,16.9833,73.3,79.63,82,100,2.24,overcast clouds
